text,value
"Actually i don&#39;t have it, otherwise i share with you<br>But u can check Amit khurana sir lecture on YouTube, it is very good &amp; also free",0.0
Thank you so much sir😊😊,0.0
Thanks sir for your great help 😇,0.0
Thanks for the video bro... Keep put videos🤗,0.0
@Rishikesh Saini Vlogs  Bhaiya ..ap clear karoge ... my Best wishes to you <br>..  and thank you for your response ❤️🧡💚💙💜🤎🤍,0.0
Hello Harshvardhan<br>Good suggestions to Engineering Students - Prof M Sri Murali,0.0
Lovely voice .......🥰,0.0
Thank you for information computer science,0.0
"Bro, I m bit confused in joining online classes, whether to join in  ies masters Or made easy. Suggest me the best institute.<br>Thank in advance",0.0
thankyou so much sir,0.0
Thank you Dada💪,0.0
Thank you bro!,0.0
Thank you for giving this knowledge sir/mam ❤️❤️,0.0
I am diploma student of computer science..and I recommended you cs..thanks,0.0
"Sir ,is coaching necessary for getting good rank in gate ee",0.0
Thanks for this vdo dude! You motivated me when i needed it the most! Taking the 4 am challenge right from tomorrow!!! ❤,0.0
Thank you so much for giving inspiration. I am also facing the same problem.,0.0
@Rishikesh Saini Vlogs thanks for ur wishes 🙏,0.0
this dude is amazing,0.0
for cse in good engineering colleges you need to give JEE exam. U need to take PCM in 11th for it.,0.0
Good message thanks,0.0
Many many THANKS,0.0
Thanks ☺️,0.0
Thanks So Much Sir :) Really A Very Amazing Video.........Shubh Deepawali 🎉🎉,0.0
Doesn&#39;t matter where you learn big companies like Google  don&#39;t give a f about degrees you should just be good at your art,0.0
Very very nice mam,0.0
"Hey bro, it&#39;s good to see ur preparation, dedication level.<br>I&#39;m also preparing for Gate and ESE simultaneously . Can you make a group of students for our doubts discussion and solution as I am also from civil engineering and preparing full time after passed out from college",0.0
bhai thanks am also student in mechanical engineering <br>and I will try hard to crack gate <br>am still in 3 year or 5th semester<br>future funk vey nice<br>am from Himachal,0.0
"Content is Very nice ❤️ true fact and full of motivation ,both together.. Thank you so much for making such video bhai ❤️",0.0
Thanks for information ❤️,0.0
Thanks for the info,0.0
Thanks Quick support,0.0
Nice.keep going,0.0
@Abhi oh alr thanks,0.0
Love it..,0.0
Thanks😘😘,0.0
Amazing👍👍👍👍,0.0
"ek hi dil hai bhai, kitni baar jeetoge,<br>Honestly, your learning atittude towards life is so inspiring  and insightful,<br><br>Thank you for this video and also, Blessings for u... ❤❤❤",0.0
Wow really great corse mem🥰🥰🥰🥰🥰,0.0
@Rishikesh Saini Vlogs thank you brother,0.0
Which online coaching u chose? <br>I love Anime too 😇..<br>U said bass 6 to 7 hours study ?😂😂<br>And this is slow start... Great great 👍,0.0
Love your efforts bro you will do it I believe 💯❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤,0.0
📣Thanks mam,0.0
Thanks didi,0.0
Thanks ma&#39;am,0.0
Thank u ☺️☺️☺️,0.0
Thanks a lot mam for your support and guidance.,0.0
Thanks mam .to motivated us .and giving us such a nice information . thanks mam.. 😊☺️🙏🙏👍👍👍,0.0
"YouTube channel h bahut saare , Geegsforgeegs, &amp; many more <br>U have enough time, so achee se preparation kro <br><br>m bhi bta dunga free resources ke name but i think ek baar tum khud se research krke dekho , es se GATE exam ke baare me bahut sari knowledge milegi tumhe , jo helpful hogi <br><br>Daily 1-2 hrs GATE ke liye dene lg jaaoo , so u can crack with very good rank<br>i m also avg student, but i try to give my best <br><br>Best of luck 👍😇",0.0
Thanks for this great information,0.0
Nice .....Thank You,0.0
Good me Karu ga computer science,0.0
@Rishikesh Saini Vlogs thank you so much bhai 🙏❤️,0.0
Love you from bengal.happy Diwali &amp; shyma puja,0.0
"I love practicing problems,but hate online lectures and classes",0.0
Thanks👍,0.0
Thank you :),0.0
Very nice 👌,0.0
Really great....,0.0
Thank u for ur good information 😊,0.0
Great bro.<br>A kind of motivational video this is👌🏻👌🏻👌🏻👌🏻❤💐😊,0.0
"<a href=""https://www.youtube.com/watch?v=dCS_qtQsdUs"">https://www.youtube.com/watch?v=dCS_qtQsdUs</a>",0.0
All the best brother.hope you will reach great heights 🎉🎉🎉🔥,0.0
I&#39;m gonna try this thanks buddy😁.,0.0
Thank you very much for watching this video,0.0
Thanks mam for this vedio ☺️☺️,0.0
@mr. strange okay brother thanks,0.0
Good ideas,0.0
"Thank you very much, I liked your talk a lot and got very motivated by this thing.",0.0
Thank you from a Structural Engineer 🙌,0.0
👍👍thanks bro,0.0
Thanks for giving this information mam 👍👍,0.0
@Romeo Rideroooo really thanks bro......😄😄,0.0
@Aryan Raiyani ok bro thanks,0.0
Very nice 👌👌👌👌,0.0
"@Rishikesh Saini Vlogs thank you brother.Tumko dekh karr hi bar baar khud ko motivate karr raha hoon jab v mann nahi jata,low feel karta hoon",0.0
Gct good clg for cse ya i mean top clg ya,0.0
Very nice information,0.0
Students like you make GCT great!! ⚡⚡,0.0
thank uh mam.❣️❣️,0.0
Thank you 😄😄,0.0
Thank u very much for this valuable information 👍🙏😊❤,0.0
"@X Are u joking ..2017,18,19Air 1 was classroom program from IesM..And this time AIR2..Both institutes gives almost same %age of selections..Why IesM is better because of Kanchan Sir..&amp; Made Easy was good because of Jaspal Sir..but he has moved to unacademy..The  rest faculty is OK but not THE BEST...I am studying from Kanchan Sir &amp; he is literally something..",0.0
NEEDED THIS man Thanks,0.0
Thanks mam for this information.,0.0
Thank 3,0.0
Thanks mam for this info,0.0
Subscribed 👍....<br>Thank you so much. Plan toh same hi h yrr. Plzzz continue rakna motivation milta rahega.<br>6-7 hrs is literally awesome.....<br>Not going empty handed. Thanks again. Best of luck 👍🌻,0.0
Your videos is very nice,0.0
Thanks🌹🌹,0.0
Thank you madam,0.0
Very nice mam  !!!,0.0
Nice job,0.0
Nice voice,0.0
Thank you for helping,0.0
I just tell that thank you because there are nothing to say,0.0
Thanks for giving knowledge,0.0
Thanks.....,0.0
Thanks alot madam yours explanation is awesome 🥳🥳,0.0
Good luck bro,0.0
@𝙷𝖆𝖗𝖎𝖈𝖍𝖆𝖗𝖆𝖓 thanks bro😍😍😍kedacha happy...,0.0
Thanku sister,0.0
"Procedural Programming, C is The Best Example, is much like speach, you learn to speak in a very logical language! You write in your native language The Program Specifications, what it needs to do, how it interacts with users, possibly with other Systems too, and then you translate it to functions, to Procedural C. I find things much easier to then visualise where Classes are needed, if Object Programming is required. This is The Best way i have found to work in my case, very straight-forward, easy to follow, transparent!",0.0
Yes I am ready to take up the 4am challenge from tomorrow onwards. Wish me luck.<br>Thanks for the awesome content.,0.0
@Karpagajothi Kathiresan 13 ku meladha soluvanganu website la potu irundhudhh,0.0
PSG has good placement next to SSN,0.0
Maim your video is very good and useful so I said to you very very much thankyou,0.0
Yahi topic pe mai video chahiye tha mujhko or apne banna dala <br><br>Big thanks for your information,0.0
I am a first year student now<br><br><br>Thanks for guidance,0.0
Hai Bro ur doing good!!what was your cut off?,0.0
Christo super da . editing ellam vera level nice,0.0
Thanks dii,0.0
Thankyou so much bhaiya for guiding me 🙏🏻🙏🏻,0.0
bhai great video! you may work on the background,0.0
Thank you ma&#39;am💟,0.0
Which subject will be good in computer on base 10,0.0
Good luck 👍,0.0
Thanku so mich mich....sir....<br><br>.,0.0
Thank you mam you solve my confusion,0.0
Thanks mam for your information ☺,0.0
It&#39;s a very important vidio for me and my thanks for quick support,0.0
"Thank you, i will<br>Tnq so much 😇",0.0
Very Good informative Video....Keep it up,0.0
I love you ❤️ madam ji,0.0
"Thankyou bhyia ,can you make video on ECE group to prepare gate.",0.0
THANK YOU MA&#39;M 🥰🥰🥰,0.0
Very Nice Mam,0.0
Thank u🥺❤,0.0
Sir you are truly amazing,0.0
thankuuu best power knowlege thanks,0.0
Nice dood😎,0.0
Good👍,0.0
"Sir, your videos r really good and informative. Need to know about the scope (job placement)for mechanical engineering &amp; any PG degree to be done with mechanical",0.0
Great video Bro...keep it up...this is Shashikant from 1983 passed out batch of ECE,0.0
Nice video QS 👌👍,0.0
Fresher bro<br>Thanks for ur effort<br>Video edukarthukulla neenka tired aanatha naan therinjiukiten<br>But very very thanks for ur hard work bro❤️👍,0.0
@Parthiban Veerasamy thank you very much!,0.0
Good moning what full stack enginer jobs is demand in 2022,0.0
Thanks for giving me this information,0.0
Thanks🌹❤🙏❤🙏❤🙏,0.0
Thanks buddy.. keep supporting 💯 😄,0.0
Very nice 👍,0.0
"Thank u madam,",0.0
@College Ke Kissey Good,0.0
Thanks mam i am waiting for this video 🙏,0.0
Gct... Dhan best...<br>But all gctians are baby born with spoon...<br>They need to build themselves not by teachers..<br>Hostel and food will not be good..<br>But the students and environment is very productive all will grind and enjoy the campus..,0.0
@LOKESH KANNAN is the branch good and how is the placements anna,0.0
"bro aap thumbnail mei likhte ho na &quot;today I study&quot; wo grammatically incorrect hai uske jagah aap likhna &quot;today I studied&quot;  kyuki  wo past tense hai. BTW great work, maine bhi NFA aur DFA khatam krdiya.",0.0
Very good information,0.0
Thanks quick support,0.0
thank you ma&#39;am,0.0
2 days ago I taken admission to cs engineering and today I got this video. You really did as your channel name. Thank you ❣️,0.0
Nice video 📲📲,0.0
Thanks mam ❣️❣️,0.0
Nice video super di,0.0
"Very good information<br>Mera beta bhi CSE men admission<br>Ke liye ek College men seat booking<br>Kiya thha magar unfortunately <br>Iss college ne choice fillings counseling<br>Men uska nam block kar dia <br>Or lastly uss college men students<br>Nna ho ne par mere bete ka dushre<br>Collage se koi information nehin Aya<br>Uska 60 percent se yada marks hey<br>Ple agar aap ka pas admission ke<br>Liye koi college ka information<br>Hey to ple mujhe inform kare<br>Ho sakhe to specially <a href=""http://www.youtube.com/results?search_query=%23odisha"">#Odisha</a> <br>Ke andar.",0.0
"Have a request I have done my degree in Baka, what should I do next so that I can get a good job",0.0
Thanks 😊☺️,0.0
@Raushan Kumar thank ❤️,0.0
Super sir <br>Nenga than oru college pathi potingana full details podringa <br>Romba thanks sir🙏🙏🙏,0.0
Mam only one thing is missing and that is about the salary earned after study of computer science. <br>And the video is of superb quality 👍👍👍👍👍👍,0.0
Thank you mam 🙏🙏,0.0
@Akash Dash thank you sir 💖💕,0.0
Don&#39;t worry bro hard will pay u with good results,0.0
Bro i am GCT  final year mechanical student. I am staying in vellaru hostel. GCT college is a heaven bro. Both college and hostel are too good and staffs are very friendly. I am proud to be a GCTian😍,0.0
Going to stay from tomorrow thank you☺️☺️😼😼,0.0
"Holyshit schedule...max i can study is 8-9hrs( everything included)..... great respect bro... keep it up,👍🏻👍🏻👍🏻",0.0
This video cleared all my Doubts😀😀really good,0.0
Thanks❤❤ Didi ❤❤,0.0
Great buddy ..,0.0
THANK YOU VERY MUCH🙏,0.0
Thank you dada,0.0
@Dhruv Varia oh nice,0.0
Thank Anna,0.0
Super thax...,0.0
Tamilnadu college of engineering   good da and u turn off reply 🤔,0.0
@Jagadesh Devan super bro. Naanum cutoff evlooo? Ungaluku,0.0
@Arthi Subramani good collage,0.0
Computer science or mechanical which one is good,0.0
@Srishti Lakhina thankyou,0.0
@Guru Thank you bro vera ethachum update na sollunga bro,0.0
Good morning mam i am CSE student,0.0
Nice🥰🥰🥰,0.0
Vere level rbe thanks this video is very useful for me my dream clg gct kidaikum nambikke iruke anthe clg pathi sonnethuku rbe thanks..🥰🥰,0.0
Thanks for reply bro,0.0
@Graduate Tamizha thanks alot bro 😁,0.0
Nice guys👏👏👏,0.0
Thanks for information,0.0
"If you are interested in B-tech at CSE, you can apply to the Thapar Institute of Engineering. They have experienced and knowledgeable teachers who teach various concepts of computer science. Thapar believes in providing the latest technology to our students during lab meetings. It helps them be confident and ready for the industry. Many colleges require a good location, but few offer it. On the list of colleges for placement I recommend you consider Thapar Institute of Engineering.",0.0
"super clg, am also completed my pg in this clg and currently doing research in this clg",0.0
Thank you so much for information ℹ️👍,0.0
@Graduate Tamizha thanks for ur rply anna,0.0
Thank for this video anna. Intha mathiri  Nxt Chennai Zone podunga Anna.....,0.0
@Anita Gupta thanks for doubt clearing doubt.,0.0
"I m pursuing bsc Hons computer science in <a href=""http://du.is/"">du.is</a> it good .?bsc Hons computer science vs cse",0.0
Thanks for all your support to get us informated 👍👍,0.0
@Shree Ragul thanks,0.0
I Love CSE❤️,0.0
CSE is a very nice engineering 👍👍,0.0
Thanks ma&#39;am 😍💯🔥🔥,0.0
"thanks,most expected",0.0
Bro.. really awesome..very very useful👌👍👍👍.. great effort❤️❤️,0.0
"thinks for you <a href=""about:invalid#zCSafez""></a><a href=""about:invalid#zCSafez""></a>🥰",0.0
Thanks mam love you for excellent content,0.0
Yeahh !! Good chances paa,0.0
Why do you ask that bro ? Didn&#39;t you know how great was CIT .....First choose PSG then CIT.....CIT is a best option. Close your eyes to join for circuital department,0.0
@Kisho Varma ok thank you,0.0
"neenga coimbatore gandhipuram town bustand la maruthamalai pora bus no 70 erikonga GCT nu kelunga College munnadiye iraki viduvanga...<br>Unga Paiyana intha college la admission podunga lateral entry counselling attend panni nalla padika sollunga diploma la nalla mark iruntha thaan intha college kedaikum.<br>Intha clg la padicha kandipa unga paiyan life settle agidum, super college",0.0
Thank u for making this video,0.0
@Graduate Tamizha Thanks Thambi.,0.0
@CONQUER VICTORY ohh appadiya na... good clg ahh anna,0.0
NIT ROURKELA IS ALSO EXCELLENT IN CSE,0.0
Very useful information.<br>Thanks bro,0.0
Thank you bro ❤️,0.0
you are great Sir,0.0
So great..video...,0.0
Good SF Colleges available for BDS,0.0
Nice.,0.0
Super Vlog I have ever seen,0.0
Beautiful mam thanks,0.0
@Pudhu Vazhkai Thank you akka ❤️,0.0
Thank your mam so love you,0.0
v good mam,0.0
You are great sir. I got motivated by you alot. Thanks,0.0
@Praba Karan very thank you brother.....you will also get good college as per your wish...all the best 👍,0.0
"super... 100%  you will get seat in All reputed government colleges like GCT, ACCET, GCE",0.0
"Super mark..GCT la Conform Civil 100% kedaikum &amp; ECE 90% kedaikum..You are Conform futur GCTian, All The Best",0.0
About how to clear and score good marks...😜😜,0.0
@Random guy mm intha time try pannuga kedaikum confirm ah.... All the best.... Naan next year transfer try pannalam nu irukke bcoz.... Staff kku experience low inga...athu mattum tha problem other wise good... Nalla enjoy pannalam....,0.0
Thank you so much mam<br><br>Abhi me diploma me soch hi rha tha konsa course choose kru 🙃✌,0.0
Thank you for uploading,0.0
Thank you bro for this kind of videos ❤️,0.0
Nice🤩✨,0.0
@Graduate Tamizha thank u so much bro 😇,0.0
Best Explained<br>Thank you Sir 🙏😊,0.0
Super,0.0
Spr mam thank 🙏🙏🙏🙏 u,0.0
good option,0.0
@Graduate Tamizha thanks anna,0.0
"@xxuxexh ohh, thanks bro!",0.0
Rare department<br>good placement<br>my son completed in psg,0.0
GCT in One Word - Heaven ❤️<br>Nice Chris... Good info on ryt time 💥,0.0
"@SANGARI SAKTHIVEL yes, I haven&#39;t applied for hostel admission. That&#39;s why I&#39;m afraid of whether I get a good room or not",0.0
BROTHER I have completed class 10th (SSLC)WHICH Course is best BROTHER . And thank you of this vedio,0.0
nice sir,0.0
Thanks a lott bro.. Do share it with your friends 😁,0.0
It is good college but not best as it admits students based in community not on merit !! Thanks,0.0
@DINESH PRABHU Thankuuuu so much naaa....,0.0
Ofcourse...very good placement is there,0.0
thanks man helps a lot.,0.0
"Wondering info abt EIE &amp; ICE, ur way of xplaining make us to b sportive &amp; Enthusiastic !!! keep wondering us &amp; u r doing in a gd manner and it yet to b continued😇my heartfelt tq for such great thing....",0.0
Thank you so much for information,0.0
U talking like  kid. Nice to hear,0.0
Amazing Analysis ❣️❤<br>Totally changed my thoughts!,0.0
Really best human ❤️,0.0
Thanks Ruby mam ❤️,0.0
"Psg,Sri Krishna College la best topper college placement nalla irukum",0.0
Best channel on YouTube!,0.0
"Most college students simply use amphetamines, but you do you bestie 😌",0.0
im genuinely so glad i found this channel. its got the best videos with comprehensive analyses of the topics they talk about which are completely factual and interesting to hear all the way through! even a 30 minute video feels like 5 minutes on this channel,0.0
Best science summaries on the platform. Glad to have found this channel years ago,0.0
special thanks to free codecamp you are always they for developing countries,0.0
People like you are Gods..they facilitated the road for next generation to discover and invent..My best regards to you Man and For your team..,0.0
Sir idhe mari B. Sc agri Or B. E agri best sir,0.0
Wonderful christo....🔥🔥🔥....Love from Troopmate 💓  💓,0.0
Cse best aa? Illa triple e best aa?,0.0
Thank you so much mam ❤️,0.0
Don&#39;t worry sis dont give your hear to them love your subject and read gain some practical knowledge . there is no difference b/w girls and boys in engg,0.0
"Stories of guys like this convince me more and more that Steve Jobs and other silicon valley entrepreneurs are nothing but frauds, or dwarfs on giants shoulders at best.",0.0
@Saul Goodman bro ur cut off,0.0
BE Computer science kku etha collage best,0.0
"Good Sir 😊 ,agar Itna hi revolution laana hai inko on the name of affordable &amp; quality education....they should teach on their own new YouTube channel instead of changing t-shirts",0.0
B.e cse best or triple e,0.0
"Best of luck brother,  mujhe bhi likhna hain 2024-25..<br><br>Contact kar sakte hain kya?",0.0
Heaven ❤️,0.0
Thank you so much for everything you guys do!,0.0
One of the best lectures ever for beginners.,0.0
The best and the most satisfying moment.....<br>Your code passed all test cases😇🤣🤣🤣🤣,0.0
It&#39;s going good 🙂you tell,0.0
Bro Is it good to buy unacademy plus for gate preparation?,0.0
Thanku mam jankari dana ka liya,0.0
"Appo ethu than bro... Best <a href=""http://b.sc/"">b.sc</a> or B.E",0.0
@VINCENT MATHS sir nanum ithan padikaporan best tu tha na sir,0.0
"Thanks so much freecodecamp you&#39;re the best, without this channel, I really don&#39;t know what could have become of me in tech. Thousands dollars course is what you guys offer for free. Thanks so much most especially to my world best mentor/tutor Mr. Dave Gray 💜❤️much love sir 🙏",0.0
Anna be cs best ah ila btech IT best ah anna,0.0
👌 nice,0.0
Christo kalakkara .Nice,0.0
Superbbb..,0.0
"Anna which is best B.E  CSE  or <a href=""http://b.tech/"">b.Tech</a> CSE pathi solluga Anna",0.0
Great 👍 Champions,0.0
Nice vedio.... ❤️,0.0
EEE dha best,0.0
"Sir I am bio maths student. B.E CSE illa <a href=""http://b.tech/"">b.tech</a> CSE BESTAA",0.0
Nice video mam i need some more videos like this video 🙏🙏 becz I am a CSE student in Chandigarh University,0.0
One of the best computer scientist of modern time yet very humble.,0.0
the most blessed man in this world in the best in things that any human could ever be blessed with. getting to grow old revolutionizing computer science.,0.0
Best line ever heard that people have confused programming with coding,0.0
Bsc c.s vs bca which is best,0.0
Sir bsc or btech or be <br>Itula ethu best?<br>Language subject unda?,0.0
Amazing..superb👍,0.0
@CONQUER VICTORY thank you bro sila Peru 10 marks 20 marks increase agumnu solranga bro 😢,0.0
Super🔥🔥🔥🔥,0.0
Good job bhaiya,0.0
"&quot;If people are trying to learn programming by being taught how to code, well, they are being taught writing by being taught how to type and that does not make much sense. The best way  to teach programming is to think about programming mathematically. &quot;<br><br>This is the truth of it. Too many programmers nowadays complain about being asked an algorithm question at an interview. Looking at how you solve an algorithmic/combinatorial/mathematical question tells me a lot more about you how you think even if you just brute force memorized bunch of solutions.<br>On the other hand, if the question is only about a specific issue like how to debug something happened at work, then I would only know how knowledgeable you are on that issue. <br><br>It&#39;s funny how people who complain about coding interview questions think the former is about brute force memorization and the latter is about problem-solving, when it&#39;s actually the exact opposite.",0.0
great motivational video. thank u,0.0
Rendumae better.but btech best,0.0
Thank You So Much Sir For Important Information ☺️☺️,0.0
Very nice 👍 this video 📸 ....…. thank you for sharing this video,0.0
"Sir b.e best or <a href=""http://b.tech/"">b.tech</a> best",0.0
Nice work....  ✌,0.0
@Abubakar Siddiq All the best 🎉,0.0
Anna best college sollunga anna,0.0
Is Sathak Aj clg of engineering is best clg?,0.0
Thank you sir 🙏,0.0
thank sir it helps me to clear doughts🙏,0.0
Super 👍🏼👏🏼,0.0
"One of Good Initiative of Dr.T.Sekar, Head of the Department. Under the Guidance of HOD the Manufacturing Department-PG will reach new milestones in GCT history. <br>Wishes for All the SUCCESS.<br>Keep Rocking....<br>🌹🌹👍👍",0.0
bro counciling la CSE kedaikkala ECE pannalama  BCA pannalama bro IT ku best,0.0
@Poorani Obuli Thankyou very much,0.0
"@JEYAMURUGAN Super bro..but 88 percent ku bargur,Tirunelveli,accet,Salem try pannirukalam...",0.0
Nice 👍🙂,0.0
Great !,0.0
Best than sir,0.0
VERY GOOD. THANKS,0.0
Good.. very useful video,0.0
@ns lover chance eruku government la,0.0
Thanks👍🏻,0.0
super thambi,0.0
"Thanks bro.Bro,Give  cut off details with rank number if possible.",0.0
Best,0.0
Bohat acha laga thanks,0.0
Must needed video 🤞🔥<br>Thank you so much sir❤,0.0
Thanku soo much sir for inspiration ✌🏻✌🏻❤️,0.0
"Good college, average fees, more core companies recruiting all departments. Cut off evlo ungaldhu",0.0
Thank You Dii <br>I am Going Take Admission In CSE in Private Engineering College This Year ❤,0.0
@Jyoti Prabha ok thanku,0.0
The controversy videos put out by youtubers create so much distraction. Only chandresh sir focuses only on work and students. Thanks sir,0.0
Every year same thing happens. Thank U so much Chandresh Sir for warning all gate aspirants. This time will never come again. Love U Chandresh Sir❤️,0.0
Bro spr bro thank you more information...........,0.0
Thanku sir ........keep inspiration to all.....,0.0
Thanks for motivation 🙏🏻,0.0
"@ns lover <a href=""https://youtu.be/jyEbpzyKjvA"">https://youtu.be/jyEbpzyKjvA</a>",0.0
Thank you for this video,0.0
"@Caleb Odin it worked and I now got access to my account again. I&#39;m so happy!
<br>Thank you so much you saved my ass!",0.0
Right information sir 👌 thank you so much sir 🙏,0.0
After watching ur videos m get serious i more focused..thank u,0.0
"Last me selection hota usi ka h jo consistently never give up attitude k saath full proof prepare rehta h  or dusra un log ka hota h jo pehle se hi toppers h fod ne vaale, or baaki jitni average janta h wo bas aati h h jaati h ya fir koi avg college join kr leti h ,wese bi premiers IITs+NITs ko chor de to MTech not a viable option specially for core ones! MTech is heaven for circuit branches",0.0
@Vinayak Soni okk thanks,0.0
Thank you sir for such a wonderful motivation😊,0.0
Excellent explanation.keep motivating 👍,0.0
"Very, very, thank you , sir",0.0
Thank you for motivating us🌟🔥☺,0.0
Thank u sir ☺️☺️☺️,0.0
Yes.. Diploma is Eligible...Attend Lateral Entry(Direct Second Year)  Counselling and get your Admission..<br>if you have any doubts in Lateral Entry Counselling Comment Here..<br>Thank You..,0.0
Super Christopher 💫🌠,0.0
Great job,0.0
@Professor Alph&#39;s Update Thank you so much sir,0.0
@Akash Dash ok thanks for fast reply,0.0
"Thank you very much Sir. please make detailed video on Chemical Engineering like this, please please  sir I love chemistry, Sir you got one more subscriber❤️❤️❤️",0.0
Very very useful anna!🔥ellame super ah purithu.waiting for Upcoming videos<br><br>Congrats anna ! Innaiku than first u Unga channel la Ad vanthuruku❤️,0.0
You are the best sir 💖💖💖....The greatest of all time just like Mohammad Ali 💞,0.0
Thanku sir 🙏🙏🙏🙏,0.0
@Nature Lover I am from Nature,0.0
@Nature Lover No doubt...go for CSE,0.0
Nicely connected,0.0
@Graduate Tamizha ohh okie thanks bro ..bro but can u give me the order for the these three colleges especially for CSE and IT...My cut off is 194.38 in BCM Category...So I want to make a correct choice list adhan bro 1st ceg vechuten 2nd MIT 3rd PSG next indha three colleges dhan vekanum . that&#39;s why I m asking the correct order🙃,0.0
All these three  colleges has good coaching &amp; placement records..But gct is Pure government clg another two are government aided college.,0.0
Thank you sir😇,0.0
why depressed..you got very good marks...definetly you will get mech course in GCT..All the best,0.0
sir you are the best mentor and motivator I have ever seen....Rather I have also tried very hard for my placements in past 7 months and failed a lot of times with various downfalls but now I am at a great MNC.... all because of your motivation and am now again gonna try out and get set myself to rock gate also very soon.....,0.0
Thank you for the information. Really helpful video!,0.0
@INFO CAMP thanks bro... Na ungakita contact panalama bro,0.0
Precious message thanks a lot sir💯👍☺,0.0
Thanks alot for the information sir <br>Kya maths - I II III AND IV ka syllabus connected rehta ya fir seperate rhega?,0.0
Thank u. Sir 🙏🙏🙏,0.0
I am student at gct..IT dept... really ..the heaven College on earth...less fees ...100 percent placements....well maintained infrastructure...overall skill development hub..,0.0
Bht achha lga vdo 🥰,0.0
Ok bro thank you❤️,0.0
Be positive rather than going into b tech directly you can take admission in polytechnic for diploma in cse as you told this special case (because I too have PCB so I would be taking DCSE I.e diploma in computer science engineering and than after that I will apply for LEET for LATERAL ENTRY worth getting directly admission into  B TECH CSE.) Thats what the way is to get into the field......🔥Hope you understood this well ....good luck brother 👍💯,0.0
Thanks for the information.,0.0
"Thank you sir, really needed this.",0.0
@INFO CAMP thank,0.0
@INFO CAMP ok thanks for your reply,0.0
Bsc computer science student like here...🔥,0.0
Bro. Please tell about college having best mechanical engineering placements and good mechanical engineering culture for 176.5 bc CBSE cut off,0.0
Thank you so much sir.. 😊,0.0
Thank sir 🙂,0.0
I love CSE....♥️ CSE ♥️,0.0
"Thank you so much, sir 🙂🙏🏻",0.0
"Exergic&#39;s way is very different, this is Psychological Motivational 😅 . Good effort, this institution has always put up.",0.0
Thank u so much sir,0.0
Much needed 3 min thanku Sir ❤️❤️,0.0
Yeahhh. Then you have good chances for getting placed!!!,0.0
Thank u 4 information ...,0.0
Thank you so much for giving great motivation to us,0.0
"Genius, yes, not the best explainer tho",0.0
I need this video  thanks QS😀,0.0
Love u sir❤️,0.0
@ALNICKSON _E20ITR007 ena bro soilriga GCE Salem super college nu soinaga,0.0
Thankyou sir🙌,0.0
good. but less lecture classes.,0.0
Clg la poi kida soluvanga,0.0
Too good sir. <br>Its actually relatable 🤣,0.0
@Car Lovers (Jai Hind) job to jro kahi nhi hai dekha jaye to,0.0
Love❤ u sir.. Gud evng sir ...i love❤ gate academy❤,0.0
Based on your course and community cutoff will change 180+ is good for gct covai,0.0
Best 👍,0.0
Best college join panna future la super ahh errukkum...........,0.0
Thank you mam❤️,0.0
Thankss buddy,0.0
Thanks anna for your reply,0.0
"I&#39;m from the UK 🇬🇧  I and my colleagues gave him a try and it has been good returns of our investment, Thanks Edward Morris🇱🇷",0.0
thank you so much sir,0.0
"@KUMUD RANJAN Please let us know about<br>1. Quality Guide Books specifically meant for Each Semester.<br>2. Guide Books for Each Lab subject.<br>I have been assessing the real learning environment for long time<br>in CS since it was introduced in Indian Engineering colleges.<br>Large numbers of Engineering colleges have proliferated in the last few years. But Students find it very difficult to pursue properly.<br>In one semester they have to learn large numbers of topics. Within such a short period of time they can&#39;t learn even the Basics of any topic quite extensively.<br>So I request you to write High Quality Guide Books for each semester covering each topic for both Theory and Practicals.<br>2. Please make a video series for such subjects strictly according to the latest syllabus by You.<br>There are many you tube videos for such subjects but I request you<br>to upload such videos which can help students securing more marks in their each semester end exam.<br>3. BPB Techmedia published such kind of exam oriented Guide Books only for O, A, B and C level exams but not for Engineering students pursuing Computer Science in Engineering Colleges.<br>I hope you would do something in this regard.<br>Also please let me know about such guide books for BE/ B, Tech<br>Computer Science that currently exists. <br>I have been providing free career counseling to different students.<br>I would be very much obliged if<br>you provide me the information regarding these.<br>Thank you very much for your nice video.<br>With lots of love and regards,<br>Jayantàda,<br>24/05/2021<br>RSVP",0.0
Me ek PCB STUDENT HU ME. ME BATATA HU KYA KARNA HE 12 KE BAAD DIPLOMA ME ADMISSION LEKE LEET DEDENA FIR BTECH ME ADMSSION LELENA 💯👍bas good luck,0.0
super video bro 🔥🔥.  everything  you said abt GCT is right.. I am an alumni of 2015 batch bro,0.0
@DINESH PRABHU thanks for your kindheart work Anna Ur Video r clearly give a way to future🔥,0.0
@AgriVibes bro i have already changed my mind and thinking to do app dovelopement and hacking...by the way thank u bro for advised me ♡♡,0.0
@A.K&#39;S MELODIOUS MUSIC yes...CSE would be good..but agriculture is not less ..and if ur interest is in cse then u can do it in private...I think they provide..it to pcb students...but if u can&#39;t get admission in it then don&#39;t do bsc it or bca whatever...do agriculture bcoz it&#39;s far better than bca and bsc in ir,0.0
Bro what u think about gct college <br>Is it good college?,0.0
Thank you bro 🙏,0.0
